LAMMPS data file via write_data, version 7 Aug 2019, timestep = 2000000

191 atoms
2 atom types

0.0000000000000000e+00 1.2420000000000000e+01 xlo xhi
0.0000000000000000e+00 1.2420000000000000e+01 ylo yhi
0.0000000000000000e+00 1.2420000000000000e+01 zlo zhi

Masses

1 15.999
2 1.008

Atoms # atomic

85 1 2.4409833402906047e+00 1.8095466235666775e+00 2.5057241570769553e+00 -3 0 0
86 2 1.8057586063858302e+00 2.4458696990703741e+00 2.8720150532847453e+00 -3 0 0
87 2 2.0919319061499473e+00 1.7737867683068436e+00 1.5226290553683257e+00 -3 0 0
10 1 2.8348364279307636e-01 3.6379534429229063e+00 3.7036137481290163e+00 2 3 3
144 2 5.0979492388089387e-01 1.2837922273698543e+00 3.4238322793204623e-01 -1 3 1
185 2 2.9001709701594494e+00 5.0568350477747448e-01 3.9365489284903057e+00 -3 1 1
59 2 4.3112977003525064e+00 2.7483540451580022e+00 2.5773926049415929e+00 2 -2 0
58 1 5.2662604565860249e+00 2.7846535263649330e+00 2.7344167826750936e+00 2 -2 0
60 2 5.7080615336027121e+00 2.2166824523935595e+00 2.0654857885561722e+00 2 -2 0
61 1 6.4832541008770335e+00 8.0495477513352032e-01 1.1553075899901992e+00 4 0 0
110 2 7.3684705109102557e+00 6.3611805333147620e-01 1.4590445659046531e+00 4 0 0
63 2 6.3875212619555155e+00 1.0690276118675672e+00 1.9515904034107837e-01 4 0 0
84 2 7.9689750657203193e+00 1.6455503783506564e-01 3.5233886366789062e+00 0 5 -3
54 2 5.8338102505895417e+00 1.3617145221812570e+00 3.9443148617686874e+00 1 3 -1
14 2 8.6387260702201143e+00 3.6071624858679812e+00 2.5278183534642200e+00 -2 -1 2
13 1 8.4840586325886953e+00 4.0217668740625090e+00 1.6568424760232139e+00 -2 -1 2
15 2 8.4262997534745168e+00 3.2714363259357300e+00 9.9084066494438572e-01 -2 -1 2
48 2 1.1706672822648201e+01 2.3888499055135295e+00 1.4025756864087242e+00 0 -1 5
46 1 1.1535742335171527e+01 1.4486511516461340e+00 1.5889400248979708e+00 0 -1 5
47 2 1.1763195547320084e+01 1.2176114071508595e+00 2.4956039538877679e+00 0 -1 5
19 1 9.2078819538610848e+00 1.5853245029162431e+00 2.3466201815125085e-01 0 2 -2
20 2 9.8353433452204069e+00 1.3261227306367183e+00 9.5910350109858122e-01 0 2 -1
11 2 1.2318688633708625e+01 4.0839939013678306e+00 2.9352938793733658e+00 1 3 3
82 1 8.7337769022993275e+00 1.4279428747679163e-01 2.9554500710671867e+00 0 5 -3
135 2 5.6459946113587656e-01 6.4912932864867514e+00 3.4853484145702116e+00 2 3 0
134 2 5.0370023302383971e-01 7.5521526231473066e+00 2.2270370497530907e+00 2 3 0
133 1 6.7565653061479825e-01 6.6185355726175654e+00 2.4522262974500615e+00 2 3 0
168 2 1.9236753146679126e+00 6.2410075982517412e+00 9.7366870483469581e-01 1 3 1
166 1 2.4820101246927879e+00 6.0542229042475393e+00 2.1854378216204792e-01 1 3 1
167 2 3.2093147879613464e+00 6.7376194819821320e+00 2.7070705100887937e-01 1 3 1
93 2 5.6397144798477603e+00 4.4561900833103296e+00 3.2199668439522546e+00 0 -1 2
172 1 4.4136835220229340e+00 7.8123946139866671e+00 3.2751769214848476e+00 -2 0 5
92 2 6.7009490417139812e+00 5.6041676252517814e+00 3.4841488326844692e+00 0 -1 2
91 1 5.8118105987244757e+00 5.2825890609565995e+00 3.7891833246602102e+00 0 -1 2
111 2 7.3658773249228249e+00 5.3999089216343696e+00 1.0746157939160079e+00 -5 -3 -2
72 2 4.5460257812789129e+00 7.8442283109883277e+00 1.5404885288707619e+00 1 0 -2
173 2 4.7084314975114809e+00 6.8687487857618823e+00 3.4116401182393736e+00 -1 0 5
71 2 5.5026826411411571e+00 6.9789109090930612e+00 4.9458895139733350e-01 1 0 -2
70 1 4.7612297712804974e+00 7.6635648254626920e+00 5.8274173913342808e-01 1 0 -2
