LAMMPS data file via write_data, version 7 Aug 2019, timestep = 80000

191 atoms
2 atom types

0.0000000000000000e+00 1.2420000000000000e+01 xlo xhi
0.0000000000000000e+00 1.2420000000000000e+01 ylo yhi
0.0000000000000000e+00 1.2420000000000000e+01 zlo zhi

Masses

1 15.999
2 1.008

Atoms # atomic

55 1 7.9830912372769369e-01 9.7657268321008961e-01 1.0568425037857399e+00 1 1 0
57 2 1.5091915357397396e+00 5.1360750422712553e-01 1.5438680140272070e+00 1 1 0
56 2 1.0140270059617502e+00 7.8059094239622739e-01 1.1221844617562707e-01 1 1 0
27 2 1.4322315234899847e+00 2.5489919779891994e+00 1.1616373392064387e+00 0 1 0
165 2 2.4850812491746805e+00 2.9724625560385909e+00 3.2351131304760399e+00 0 0 0
25 1 1.7869069198708885e+00 3.5183435259847502e+00 1.3787985849700370e+00 0 1 0
26 2 2.4897513439768328e+00 3.6355938674999271e+00 6.7026870237077296e-01 0 1 0
126 2 3.3129987319499987e+00 1.3348598565301392e-01 2.8057122025306205e+00 0 0 -1
125 2 1.9502922482529639e+00 3.6670160756047793e-01 3.5765562245530420e+00 0 0 -1
141 2 4.9596276899732867e+00 4.1136012130211581e+00 2.4705833339806293e+00 0 0 0
140 2 5.1828023768520017e+00 2.6433269090748071e+00 2.1139515264650184e+00 0 0 0
139 1 4.9649849102892611e+00 3.4834122625433768e+00 1.6816406101528558e+00 0 0 0
10 1 5.1564338415506779e+00 5.6245082377959343e-01 4.7945529313152496e-01 -1 0 1
90 2 6.8469831774495953e+00 1.7162011857884782e-01 8.3886836532056741e-01 0 1 0
3 2 6.7049559661009512e+00 4.1000297977626383e+00 1.5560382900336205e+00 0 1 1
89 2 8.2447005284243300e+00 4.9562150362072671e-01 5.6715067330032576e-01 0 1 0
183 2 6.1536339257934598e+00 1.9957068513392481e-03 3.3274065011525598e+00 0 1 1
59 2 7.3433227593934607e+00 2.8279545175658929e+00 3.9927838038475927e+00 0 1 0
58 1 7.4145326039716348e+00 1.8839233552026022e+00 4.0701609672700467e+00 0 1 1
153 2 7.9446058606616115e+00 3.4334579148098370e+00 2.3797554442757088e-01 0 0 0
120 2 1.1650508340763727e+01 8.3414251023293673e-01 1.5127726508231663e+00 0 1 1
33 2 1.0477175715080055e+01 1.0574533600639477e+00 3.5322881683068714e+00 0 1 0
119 2 1.0254632994129940e+01 2.1959188857402356e-01 1.2774768745043514e+00 0 1 1
118 1 1.0671889910243955e+01 9.5359548634954272e-01 1.6263805093507404e+00 0 1 1
74 2 9.6731534736431346e+00 3.9330615683484558e+00 3.0651896491151795e+00 0 0 0
44 2 3.9752100995725863e+00 8.2745866097567422e+00 2.1117799614614832e+00 0 -1 0
177 2 4.2626287756636788e-01 4.7280491825006656e+00 2.1880176444210213e+00 0 0 0
175 1 6.3727908351679713e-02 5.3237823492256116e+00 2.8855277130244237e+00 0 0 0
158 2 5.2010159081103194e-02 6.7696940808809156e+00 2.4606136902699407e+00 1 0 1
161 2 6.8827176492772491e-01 4.8036794962722027e+00 1.8955294451657281e-01 0 0 0
157 1 3.1011848868822134e-01 7.7622768199187036e+00 2.3162180538838295e+00 0 0 0
176 2 7.7790574354979825e-01 5.4070002097251901e+00 3.5553196320793288e+00 0 0 0
14 2 1.7991265884318373e+00 7.3398764045349951e+00 3.8087219911145126e-01 0 -1 0
13 1 2.7418020798088714e+00 7.4632528161463609e+00 2.1749695361189955e-01 0 -1 0
51 2 4.7849066333753179e+00 6.3360613673360549e+00 3.1350454082734958e+00 1 0 0
49 1 4.7263848613180555e+00 5.4240207414098496e+00 3.5866472572316201e+00 1 0 0
1 1 7.5768944919248362e+00 4.5283069876317255e+00 1.5214246431713903e+00 0 1 1
43 1 4.8972900896975124e+00 8.0175930099240915e+00 2.3337048142821510e+00 0 -1 0
45 2 5.3554782029404606e+00 7.6432687648222029e+00 1.5332048169429648e+00 0 -1 0
122 2 7.0828713317453174e+00 7.8036314104802109e+00 3.9186117453588926e-01 0 0 1
121 1 6.5233385087534934e+00 6.9891805995393534e+00 4.7379598816130458e-01 0 0 1
9 2 7.4854443503707957e+00 7.7961803876267908e+00 3.8535676453600969e+00 0 0 0
2 2 7.4111520543271761e+00 5.4267539166102914e+00 1.1473129517271350e+00 0 1 1
73 1 1.0041790061964480e+01 4.4548577923162433e+00 3.7991422891033664e+00 0 0 0
75 2 1.0806192612213637e+01 4.8926104803866712e+00 3.3520008215108170e+00 0 0 0
94 1 1.0445446254588282e+01 7.2318590497978201e+00 4.2447624352999080e-01 0 0 0
138 2 8.9909478007369543e+00 5.9128221374868453e+00 3.2380918731927211e+00 0 0 0
137 2 9.3597336049156059e+00 7.2094894098144184e+00 2.3155737585499399e+00 0 0 0
136 1 8.9203922986755071e+00 6.9354132022607820e+00 3.2078818149793484e+00 0 0 0
159 2 1.2201657457925341e+01 8.1219506337439320e+00 1.6096470467020336e+00 -1 0 0
96 2 1.1202140499642400e+01 6.6708203722945063e+00 1.1418376527709663e-01 0 1 0
124 1 2.3624120805650972e+00 1.2234966198581493e+01 2.8672172666512652e+00 0 -1 -1
168 2 3.1476863714516199e+00 1.0595705894463359e+01 1.3085668127476526e+00 0 -1 0
166 1 3.1887862343043962e+00 1.0883526769246386e+01 3.7313718040182869e-01 0 -1 0
23 2 1.6924059188445344e+00 8.8043927056070999e+00 2.7195927300854161e+00 0 -1 0
22 1 2.4161002112554693e+00 9.4853170904539059e+00 2.8395487247186839e+00 0 0 0
24 2 1.9352999800974457e+00 1.0366060991727153e+01 3.0207298194190781e+00 0 -1 0
88 1 7.7333029379264433e+00 1.2189253458452187e+01 9.4176011092981771e-01 0 0 0
185 2 6.0312470778279508e+00 8.3607997670729919e+00 3.7448099506426153e+00 0 0 0
12 2 4.5773933776037605e+00 1.2188354209255994e+01 3.6889556983733596e-01 0 -1 1
174 2 6.7500174404309599e+00 9.3967917380296573e+00 1.3458955912550346e+00 0 0 1
173 2 7.7369849080484352e+00 1.0428624579588595e+01 7.6288252745162322e-01 0 0 1
62 2 8.2012478514192306e+00 1.0795850229655125e+01 3.6870952783899158e+00 0 0 1
